xbar,stdev,numobs
112.2754,18.504543,4.0
103.976006,26.108568,4.0
99.01561,9.242078,4.0
95.015045,13.184449,4.0
120.49701,20.26463,4.0
106.30783,15.383039,4.0
93.66147,5.103079,4.0
118.42401,12.842896,4.0
111.98288,15.413718,4.0
100.26755,14.770178,4.0
88.05879,9.947778,4.0
106.05282,13.979482,4.0
99.107864,9.760492,4.0
106.13845,24.443993,4.0
99.23503,26.40663,4.0
97.37078,11.7009735,4.0
100.19696,24.950087,4.0
104.88697,15.152735,4.0
99.96767,12.553444,4.0
121.0487,10.561267,4.0
94.512955,8.682673,4.0
87.07579,14.227983,4.0
111.29071,12.180993,4.0
108.34557,10.045219,4.0
104.63325,17.155752,4.0
96.717926,19.032871,4.0
96.65144,8.917576,4.0
97.85759,20.70249,4.0
107.45683,17.176777,4.0
108.48999,10.842773,4.0
84.595795,5.330365,4.0
78.62851,9.78811,4.0
116.665825,23.617107,4.0
89.360954,9.14995,4.0
92.84826,19.921284,4.0
92.50394,20.467897,4.0
112.241684,14.545056,4.0
107.90322,8.650341,4.0
98.97506,9.517244,4.0
101.048645,4.4856057,4.0
98.884285,14.685972,4.0
92.25096,3.1054728,4.0
88.81971,9.726519,4.0
101.737595,6.4513426,4.0
89.23206,19.75118,4.0
92.72281,11.019764,4.0
82.81547,3.1432595,4.0
95.78607,11.677397,4.0
94.56003,13.761512,4.0
108.93289,15.393715,4.0
108.50595,11.932245,4.0
122.43294,20.665504,4.0
93.41575,20.7557,4.0
86.749596,14.94861,4.0
97.049355,4.982428,4.0
91.794106,29.282537,4.0
98.58503,13.594339,4.0
96.43364,6.040324,4.0
103.30101,10.24603,4.0
108.33026,11.308118,4.0
118.16864,5.787612,4.0
98.83439,14.898087,4.0
91.322174,10.99429,4.0
107.47407,16.514101,4.0
108.71314,11.525715,4.0
96.021774,13.752573,4.0
100.40646,14.498827,4.0
110.576744,20.794878,4.0
127.18878,25.77193,4.0
99.23453,8.1417055,4.0
91.70607,17.438988,4.0
103.33557,15.689542,4.0
101.366646,11.482577,4.0
100.251656,28.396654,4.0
104.302124,19.666693,4.0
99.67782,23.28866,4.0
105.1458,8.224268,4.0
93.00488,26.103045,4.0
112.04509,15.619662,4.0
95.31429,10.118714,4.0
107.1533,16.988804,4.0
103.5723,6.5957074,4.0
111.15783,20.366165,4.0
88.38287,6.415013,4.0
107.27091,11.1043625,4.0
105.74043,16.111088,4.0
98.552315,14.716406,4.0
113.41202,26.5747,4.0
100.84829,18.595558,4.0
100.067085,6.155586,4.0
88.04491,17.910692,4.0
95.86552,27.208138,4.0
104.938034,15.053882,4.0
111.934814,12.334148,4.0
100.759,10.79059,4.0
96.412155,6.0449386,4.0
98.55955,16.728106,4.0
106.68324,27.66768,4.0
97.81942,17.67059,4.0
90.55968,14.189836,4.0
112.005486,8.139598,4.0
104.27489,5.8080945,4.0
111.34551,15.30057,4.0
92.52228,13.29712,4.0
83.48125,7.670474,4.0
100.25622,6.1698318,4.0
94.24771,13.070383,4.0
107.27233,8.736082,4.0
100.26192,8.9818,4.0
105.42344,12.670609,4.0
105.04418,11.690127,4.0
102.39318,11.394144,4.0
102.08624,10.137616,4.0
86.3693,16.456293,4.0
113.31205,12.299873,4.0
100.066536,15.33059,4.0
93.35215,15.515336,4.0
103.270065,15.144809,4.0
99.09902,10.974399,4.0
97.9236,15.399369,4.0
117.183014,5.7593865,4.0
103.83789,17.04059,4.0
95.16446,13.350734,4.0
104.04137,17.059021,4.0
94.52681,19.25017,4.0
103.180565,10.840738,4.0
105.47592,20.49791,4.0
93.80868,21.394606,4.0
105.94339,11.675434,4.0
92.21274,17.958818,4.0
104.833496,10.655286,4.0
107.923965,15.381439,4.0
91.43127,20.655106,4.0
89.43895,14.420084,4.0
93.43574,25.978958,4.0
102.76816,18.892979,4.0
92.87399,16.627333,4.0
106.667206,9.270162,4.0
89.06998,19.030216,4.0
105.33545,16.914164,4.0
98.611435,11.939042,4.0
101.61821,12.720388,4.0
100.854996,24.752127,4.0
88.80625,25.414936,4.0
112.76961,16.026316,4.0
96.50152,13.604368,4.0
99.214554,24.875723,4.0
109.16468,13.247412,4.0
114.88795,23.287838,4.0
98.12607,23.53409,4.0
92.065125,15.531077,4.0
96.666176,2.2626145,4.0
100.39789,12.655503,4.0
98.659134,9.631872,4.0
101.08088,15.950602,4.0
109.80021,11.827245,4.0
92.27594,15.809082,4.0
101.35599,17.076576,4.0
93.626625,11.861708,4.0
85.8079,13.80872,4.0
100.583786,10.771885,4.0
106.07147,21.323133,4.0
89.73566,19.22362,4.0
93.30887,6.846151,4.0
77.97862,13.152864,4.0
99.48413,9.025153,4.0
112.04767,17.988409,4.0
107.631004,11.548654,4.0
112.36815,15.97039,4.0
94.72981,15.431344,4.0
101.544586,7.4051723,4.0
114.51653,24.939775,4.0
106.4525,16.187624,4.0
114.09171,16.69585,4.0
99.05989,5.824533,4.0
106.53107,8.759824,4.0
118.28463,9.061023,4.0
101.69841,5.604409,4.0
106.964226,16.947756,4.0
97.9843,10.22195,4.0
113.25475,13.551412,4.0
81.074036,10.121636,4.0
99.81429,27.670689,4.0
99.489395,18.966227,4.0
94.28337,23.792595,4.0
100.96704,6.2609787,4.0
108.23478,13.662362,4.0
95.26929,12.419068,4.0
104.183655,9.081427,4.0
95.191605,32.062267,4.0
103.37774,6.952431,4.0
106.94193,23.001648,4.0
104.309616,10.519799,4.0
115.370316,7.597326,4.0
104.937294,32.75699,4.0
100.33512,10.119532,4.0
97.620476,23.236116,4.0
84.946724,19.15409,4.0
101.671585,23.61803,4.0
97.29646,10.671731,4.0
110.40433,5.4190106,4.0
107.03736,8.439329,4.0
94.75545,21.311884,4.0
96.438385,2.7379324,4.0
94.3978,18.218578,4.0
103.193375,11.857026,4.0
95.954185,11.616907,4.0
107.54463,21.71497,4.0
109.425186,10.213373,4.0
102.12051,16.74091,4.0
90.78583,11.290081,4.0
109.61502,13.26631,4.0
99.38768,14.869076,4.0
91.75301,18.103231,4.0
96.89533,18.561066,4.0
95.25006,30.334438,4.0
97.25126,10.894009,4.0
102.56411,25.645983,4.0
107.000336,23.461845,4.0
108.68864,6.733954,4.0
105.08719,15.553848,4.0
104.38614,11.815456,4.0
97.596535,7.926406,4.0
105.4866,12.999908,4.0
101.23761,11.66982,4.0
103.156105,17.427944,4.0
102.26892,21.8819,4.0
103.82108,7.905459,4.0
92.00557,15.708213,4.0
97.59958,5.299115,4.0
105.07048,10.916992,4.0
102.77501,7.572934,4.0
120.76932,17.310455,4.0
109.981094,19.698141,4.0
96.241806,4.481268,4.0
109.35136,9.121796,4.0
109.20087,20.957567,4.0
105.93222,9.473778,4.0
101.19165,30.443478,4.0
115.82062,8.746699,4.0
117.82713,25.34189,4.0
115.24542,16.457554,4.0
93.30793,32.213444,4.0
94.89098,9.166773,4.0
105.64151,14.763195,4.0
96.702065,19.689491,4.0
106.76372,28.19467,4.0
92.40434,11.28708,4.0
103.49632,20.37907,4.0
99.18768,25.413864,4.0
91.19813,19.19588,4.0
103.76402,22.479324,4.0
103.21883,9.272906,4.0
93.97824,8.781498,4.0
106.91177,12.645912,4.0
100.263824,8.3972435,4.0
103.55919,14.722389,4.0
106.71477,4.175137,4.0
92.98638,14.862536,4.0
99.594734,11.439088,4.0
92.254684,15.989054,4.0
95.55058,11.160516,4.0
96.319466,13.294614,4.0
92.538155,23.980463,4.0
117.66821,23.636496,4.0
93.56926,13.768228,4.0
85.84677,12.691701,4.0
93.55191,17.45768,4.0
104.11259,24.334955,4.0
106.45032,6.421781,4.0
98.83504,21.441763,4.0
83.253784,10.2421055,4.0
93.31543,11.176855,4.0
96.281166,3.5845008,4.0
84.00992,24.954609,4.0
102.45729,8.449921,4.0
107.53834,10.34919,4.0
99.00113,15.085455,4.0
104.09709,22.153374,4.0
106.11089,15.18776,4.0
95.42498,21.467052,4.0
93.90448,11.850965,4.0
102.39307,15.754879,4.0
100.13229,4.1042724,4.0
102.74651,13.946808,4.0
95.782234,4.722696,4.0
88.11948,10.249226,4.0
99.04938,18.324648,4.0
85.25368,23.701757,4.0
100.07829,11.052774,4.0
101.26694,18.573126,4.0
109.82412,15.193824,4.0
105.964264,12.645339,4.0
99.21019,8.160027,4.0
88.67738,24.193245,4.0
102.759094,25.151546,4.0
96.18751,12.830525,4.0
100.71367,1.3066893,4.0
113.49357,32.909336,4.0
94.50485,18.697884,4.0
96.97763,21.404118,4.0
96.34456,9.389518,4.0
106.5062,19.395412,4.0
95.185104,14.922853,4.0
96.33629,5.812192,4.0
89.40817,22.058817,4.0
104.707275,23.271492,4.0
95.58028,9.362034,4.0
87.63692,21.901993,4.0
98.86175,8.186254,4.0
100.01385,15.809821,4.0
89.71225,16.214903,4.0
102.45729,14.015599,4.0
96.235374,22.212488,4.0
93.28246,11.7471285,4.0
84.63563,9.243167,4.0
100.916336,23.769289,4.0
120.30005,16.27542,4.0
103.67703,19.205399,4.0
99.4046,14.216258,4.0
97.62003,9.910701,4.0
103.050224,21.55615,4.0
105.27158,11.082976,4.0
112.41342,9.800148,4.0
98.94469,16.918947,4.0
106.67799,18.000036,4.0
103.0146,21.28551,4.0
111.199814,6.738045,4.0
95.68643,23.503494,4.0
103.216705,3.884775,4.0
106.31833,14.525414,4.0
94.45157,10.112876,4.0
89.03509,8.036968,4.0
91.257286,20.406599,4.0
106.20796,16.99439,4.0
103.20264,18.817945,4.0
113.54747,24.164156,4.0
88.59633,9.472784,4.0
95.060524,13.610201,4.0
92.86058,10.497256,4.0
106.83856,12.459831,4.0
110.579025,17.916794,4.0
99.011314,14.332391,4.0
85.994606,27.459846,4.0
103.37834,8.544709,4.0
107.55442,4.6027694,4.0
101.27956,24.578667,4.0
100.255905,29.62958,4.0
93.37259,30.417952,4.0
92.02536,16.142239,4.0
102.26424,10.8046055,4.0
99.06294,24.129868,4.0
108.752846,4.7234364,4.0
115.06266,13.681185,4.0
106.34722,8.162798,4.0
101.384094,15.877648,4.0
95.35724,27.923487,4.0
91.19615,15.611529,4.0
103.886475,4.744467,4.0
88.64385,14.2348995,4.0
116.706604,10.479092,4.0
102.647835,12.223811,4.0
121.94242,13.119275,4.0
96.58249,8.645403,4.0
90.86103,17.721727,4.0
104.487686,15.174832,4.0
109.18754,6.7411036,4.0
100.00428,8.872208,4.0
105.09369,18.583778,4.0
100.50063,14.646517,4.0
97.07336,20.081417,4.0
94.00151,20.158682,4.0
106.75707,23.41861,4.0
87.66814,8.164155,4.0
108.93271,2.3610778,4.0
103.19567,10.211027,4.0
95.80068,7.638685,4.0
103.98636,16.257483,4.0
73.32769,11.823149,4.0
101.93471,17.936821,4.0
108.309,16.161476,4.0
114.634026,16.182222,4.0
96.04938,22.954515,4.0
97.58156,12.016676,4.0
85.495865,11.640611,4.0
98.61746,8.708521,4.0
98.561745,4.6686635,4.0
106.80209,24.944174,4.0
94.51704,13.251575,4.0
98.4965,7.3022428,4.0
114.06556,8.759596,4.0
107.28866,3.6460931,4.0
77.266754,10.680343,4.0
91.254,18.126987,4.0
104.87283,12.687749,4.0
96.84853,13.625365,4.0
99.84779,7.2377863,4.0
95.20008,35.540924,4.0
90.494965,24.568571,4.0
115.36421,6.737407,4.0
97.47957,30.491629,4.0
97.83898,10.801752,4.0
98.09717,5.174187,4.0
96.5494,4.0337596,4.0
91.16199,8.175902,4.0
99.784424,4.916774,4.0
96.118195,13.316527,4.0
106.301315,12.461529,4.0
96.31961,5.960561,4.0
97.797874,5.60659,4.0
106.34024,10.65678,4.0
107.17658,17.202026,4.0
97.69357,14.989095,4.0
82.713036,21.924013,4.0
111.37654,7.3606753,4.0
107.26397,9.132229,4.0
95.6967,8.465923,4.0
107.63397,13.59067,4.0
109.92438,10.595925,4.0
104.96483,11.14933,4.0
97.62354,11.8173275,4.0
109.92659,16.78252,4.0
107.21335,10.108473,4.0
104.51511,7.5782695,4.0
100.53369,13.356526,4.0
94.47029,11.991197,4.0
92.19319,19.838335,4.0
85.30242,12.390692,4.0
100.32936,25.494139,4.0
89.92322,14.131098,4.0
109.7227,15.339222,4.0
91.05069,18.549847,4.0
100.242966,12.778089,4.0
107.6589,13.133728,4.0
105.632645,13.284467,4.0
89.25513,7.384486,4.0
102.752266,10.19769,4.0
98.2723,18.851248,4.0
96.51705,9.345472,4.0
99.53909,11.341563,4.0
91.35986,24.162546,4.0
101.262955,21.903122,4.0
108.12599,24.903217,4.0
88.65082,16.727148,4.0
102.352776,11.011426,4.0
94.47949,13.451723,4.0
96.63893,13.867183,4.0
110.74755,19.523138,4.0
98.68716,15.616755,4.0
81.3382,20.406841,4.0
96.54311,19.724607,4.0
104.256516,16.015017,4.0
107.82292,12.479765,4.0
111.593956,14.497265,4.0
101.63019,14.539675,4.0
110.78255,15.395649,4.0
100.75691,13.755055,4.0
92.86602,4.1398625,4.0
84.54943,8.359357,4.0
95.201126,18.27768,4.0
97.303635,13.521501,4.0
107.02193,12.830305,4.0
92.2856,13.540005,4.0
102.96215,10.245558,4.0
106.27226,7.0944357,4.0
83.32666,10.745845,4.0
94.356544,17.976458,4.0
105.4896,20.994928,4.0
93.6706,18.198856,4.0
103.850235,22.840353,4.0
106.78964,14.941083,4.0
94.312614,14.890889,4.0
95.31279,31.4978,4.0
117.69088,16.892546,4.0
110.01891,18.142395,4.0
87.00486,14.369672,4.0
107.85663,16.49264,4.0
91.535034,26.236006,4.0
110.07612,11.118204,4.0
98.80582,17.049217,4.0
109.74391,13.533723,4.0
112.97011,16.83826,4.0
101.01906,13.441692,4.0
112.31111,21.407097,4.0
97.99831,19.256258,4.0
99.84721,21.367035,4.0
86.08647,21.297827,4.0
109.67022,23.352325,4.0
94.30027,4.5943146,4.0
103.185265,4.5919385,4.0
101.22886,13.625163,4.0
94.61737,11.360483,4.0
93.19886,9.548538,4.0
102.83675,16.304956,4.0
96.31906,15.615196,4.0
93.04057,14.562274,4.0
101.41504,2.162241,4.0
105.57879,17.834677,4.0
116.07268,9.514424,4.0
98.78352,25.38482,4.0
96.39501,7.595306,4.0
96.71291,10.190967,4.0
109.27989,10.32603,4.0
102.820984,14.573886,4.0
94.198166,16.831026,4.0
98.99171,17.467619,4.0
89.99778,16.537643,4.0
107.651566,12.775587,4.0
95.173164,8.621138,4.0
104.69957,18.815084,4.0
108.578156,27.091232,4.0
109.69306,23.986763,4.0
95.61717,9.088352,4.0
109.34976,14.164436,4.0
100.63303,14.981021,4.0
96.093704,17.52746,4.0
106.52901,12.583355,4.0
99.82883,7.462848,4.0
99.914246,18.206537,4.0
93.68219,15.57793,4.0
112.46117,5.1513205,4.0
82.19137,22.549856,4.0
114.32242,5.917743,4.0
95.30045,26.781708,4.0
104.87786,12.135861,4.0
97.93873,11.3829975,4.0
79.95694,21.745726,4.0
108.22757,24.273989,4.0
103.385376,9.365534,4.0
95.90936,15.35556,4.0
102.35514,9.265015,4.0
87.89576,3.1186366,4.0
93.92022,15.109825,4.0
96.54199,15.09666,4.0
100.488716,14.696123,4.0
85.71658,21.443512,4.0
87.47426,9.555386,4.0
103.74514,25.388449,4.0
110.074295,10.668181,4.0
101.16478,11.085816,4.0
113.12517,5.8334355,4.0
95.59557,10.411709,4.0
92.29372,7.887379,4.0
96.1379,13.468683,4.0
100.86414,9.781103,4.0
89.78791,19.027147,4.0
92.28637,28.88988,4.0
108.92416,31.141878,4.0
99.46784,3.9255567,4.0
93.54875,29.893377,4.0
100.02713,14.535345,4.0
97.28067,12.134216,4.0
110.93723,13.349995,4.0
108.84751,16.195223,4.0
97.699,8.825812,4.0
99.756676,13.722714,4.0
90.94332,19.162634,4.0
95.251015,21.20917,4.0
95.30443,25.310425,4.0
100.94737,17.343166,4.0
98.11796,14.59952,4.0
104.63703,5.9765315,4.0
106.834885,22.525717,4.0
90.319534,16.471823,4.0
101.06196,3.4558015,4.0
92.54228,16.53433,4.0
101.256096,20.578894,4.0
92.57563,14.946636,4.0
108.481476,11.7872715,4.0
103.35291,21.800842,4.0
101.08674,9.513088,4.0
104.759125,22.399961,4.0
99.22915,9.548314,4.0
100.8893,13.550646,4.0
93.88137,22.81001,4.0
97.19915,28.14433,4.0
87.0219,10.949693,4.0
105.314224,9.606847,4.0
100.86624,12.150041,4.0
98.85687,7.9758315,4.0
104.5013,8.073529,4.0
102.37871,19.835184,4.0
94.361275,15.881309,4.0
118.41611,23.4764,4.0
89.642136,14.270987,4.0
100.647964,16.444351,4.0
109.569565,13.07764,4.0
89.94315,19.047535,4.0
111.02859,13.749334,4.0
82.67479,21.930767,4.0
110.48379,7.55622,4.0
93.6797,17.60263,4.0
94.26366,11.801281,4.0
110.46332,15.210117,4.0
105.98392,17.280949,4.0
114.2038,21.538778,4.0
97.68327,8.804801,4.0
88.80234,17.265226,4.0
115.948456,14.102244,4.0
97.70414,22.316444,4.0
100.01125,8.942628,4.0
89.532234,12.248152,4.0
91.59569,7.0363483,4.0
103.272285,14.222588,4.0
106.09118,23.42645,4.0
95.465485,4.3775573,4.0
95.84239,9.77388,4.0
87.59285,4.1065044,4.0
110.89483,13.822395,4.0
99.82478,25.088741,4.0
89.37226,13.5783415,4.0
103.29751,12.171919,4.0
112.56532,17.033403,4.0
99.173,11.140429,4.0
98.22745,14.861536,4.0
93.703384,13.322231,4.0
96.22156,25.912706,4.0
99.8623,24.20616,4.0
81.329765,15.703725,4.0
105.13933,16.808815,4.0
96.14952,5.682527,4.0
96.917786,14.205984,4.0
107.8923,12.098725,4.0
94.50336,15.856761,4.0
86.37685,10.944689,4.0
97.22957,26.758606,4.0
97.40115,21.481617,4.0
97.39317,17.24988,4.0
93.538605,10.460045,4.0
115.911865,14.529009,4.0
98.8537,9.961596,4.0
108.77647,9.528089,4.0
99.10729,16.820255,4.0
108.93173,18.07158,4.0
92.953766,8.811066,4.0
93.87103,25.498734,4.0
119.401985,19.039875,4.0
94.91697,6.8133087,4.0
117.68249,28.62232,4.0
91.909195,13.926525,4.0
110.65546,25.113157,4.0
87.466324,7.59028,4.0
93.18491,19.909258,4.0
79.41078,16.629354,4.0
96.29454,13.958324,4.0
100.7254,28.319052,4.0
91.86617,10.613367,4.0
92.68573,21.668312,4.0
97.93351,7.976241,4.0
115.19034,8.039621,4.0
116.81688,13.701558,4.0
102.78769,12.848659,4.0
89.24869,18.179695,4.0
100.453,18.536207,4.0
107.31561,28.206999,4.0
96.92348,5.2465634,4.0
90.76463,7.13841,4.0
101.61897,10.688755,4.0
112.8344,21.387793,4.0
100.38086,13.5574875,4.0
98.37775,20.204744,4.0
97.53848,12.435369,4.0
103.71857,12.957146,4.0
91.71691,11.836735,4.0
106.46785,21.389616,4.0
98.45488,11.908019,4.0
107.37589,11.882148,4.0
90.49791,15.541971,4.0
87.651405,13.127518,4.0
83.900055,17.561085,4.0
94.57896,24.33513,4.0
94.41551,12.705374,4.0
106.1977,24.382542,4.0
98.12546,20.55331,4.0
99.25835,14.581503,4.0
107.57057,9.794578,4.0
105.85405,28.386192,4.0
108.94944,13.874526,4.0
92.286865,9.800272,4.0
96.09126,21.904753,4.0
93.098785,16.099121,4.0
105.016205,19.552523,4.0
104.41902,9.991149,4.0
110.33788,10.860682,4.0
104.08207,22.347668,4.0
109.12198,15.275315,4.0
102.187584,9.135524,4.0
106.107254,14.256038,4.0
98.41607,9.110448,4.0
105.9311,12.138065,4.0
115.55467,15.770504,4.0
100.53935,11.911357,4.0
115.872406,13.633212,4.0
98.6099,19.594103,4.0
91.53317,14.102385,4.0
90.9835,16.57308,4.0
102.529175,17.783922,4.0
98.34497,10.147265,4.0
95.43166,10.145978,4.0
87.649445,15.610143,4.0
87.385284,26.575003,4.0
97.424164,10.024015,4.0
89.2848,21.178093,4.0
97.99116,24.431429,4.0
99.859764,13.161558,4.0
106.69356,11.126886,4.0
92.47722,5.5689025,4.0
