year,mfr,idmfr,nameplate,mpg,curbwt,hp,torque,fuel,d_truck,d_manual,time_d_manual,d_diesel,d_turbo,d_super,accel,base,lmpg,lcurbwt,lhp,ltorque
1980.0,BMW,BMW,733 i,18.8,3590,174,254.9,G,0.0,1.0,1.0,0.0,0.0,0.0,10.097155,0.0,2.9338567,8.185907,5.159055,5.540871
1980.0,CHRYSLER,CHRYSLER,CORDOBA,20.2,3457,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.821032,0.0,3.0056827,8.148156,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,CORDOBA,18.4,3530,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.764823,0.0,2.9123507,8.169053,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,CORDOBA,17.1,3520,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.539131,0.0,2.8390784,8.166216,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,LEBARON,20.1,3474,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.887589,0.0,3.0007198,8.153062,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,LEBARON,18.4,3560,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.838408,0.0,2.9123507,8.177516,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,LEBARON,17.1,3560,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.662847,0.0,2.8390784,8.177516,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,LEBARON WAGON,18.8,3686,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,17.71237,0.0,2.9338567,8.212297,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,LEBARON WAGON,17.1,3784,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,14.350751,0.0,2.8390784,8.238537,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,LEBARON WAGON,18.4,3784,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,11.384107,0.0,2.9123507,8.238537,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,NEWPORT/NEW YORK,18.8,3730,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,17.882378,0.0,2.9338567,8.224163,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,NEWPORT/NEW YORK,17.1,3835,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,14.506247,0.0,2.8390784,8.2519245,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,NEWPORT/NEW YORK,18.4,3885,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,11.62808,0.0,2.9123507,8.264878,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,NEWPORT/NEW YORK,16.0,3925,130,345.8,G,0.0,0.0,0.0,0.0,0.0,0.0,13.857388,0.0,2.7725887,8.275122,4.8675346,5.8458605
1980.0,CHRYSLER,CHRYSLER,ASPEN,20.2,3322,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.290197,0.0,3.0056827,8.108322,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,ASPEN,19.3,3282,90,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,15.699865,0.0,2.960105,8.096209,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,ASPEN,20.2,3282,90,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,15.699865,0.0,3.0056827,8.096209,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,ASPEN,17.1,3469,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.380995,0.0,2.8390784,8.151622,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,ASPEN,18.4,3469,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.614822,0.0,2.9123507,8.151622,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,ASPEN WAGON,18.7,3492,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.95799,0.0,2.9285235,8.15823,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,ASPEN WAGON,17.9,3452,90,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,16.326511,0.0,2.8848007,8.146709,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,ASPEN WAGON,19.1,3452,90,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,16.326511,0.0,2.9496884,8.146709,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,ASPEN WAGON,17.1,3622,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.854073,0.0,2.8390784,8.194781,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,ASPEN WAGON,18.4,3622,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.990103,0.0,2.9123507,8.194781,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,DIPLOMAT,20.2,3309,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.23886,0.0,3.0056827,8.104402,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,DIPLOMAT,17.1,3476,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.402726,0.0,2.8390784,8.153638,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,DIPLOMAT,18.4,3476,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.632062,0.0,2.9123507,8.153638,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,DIPLOMAT WAGON,18.8,3627,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,17.483784,0.0,2.9338567,8.196161,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,DIPLOMAT WAGON,17.1,3767,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,14.298828,0.0,2.8390784,8.234035,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,DIPLOMAT WAGON,18.4,3767,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,11.3429165,0.0,2.9123507,8.234035,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,MIRADA,20.3,3373,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.49122,0.0,3.0106208,8.123558,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,MIRADA,18.4,3563,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.84576,0.0,2.9123507,8.178358,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,MIRADA,17.1,3513,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.517453,0.0,2.8390784,8.164226,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,OMNI,26.6,2254,65,115.3,G,0.0,0.0,0.0,0.0,0.0,0.0,15.491644,0.0,3.2809112,7.720462,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,OMNI,27.7,2204,65,115.3,G,0.0,1.0,1.0,0.0,0.0,0.0,14.839102,0.0,3.3214324,7.698029,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,OMNI - DE TOMASO,25.6,2294,65,115.3,G,0.0,0.0,0.0,0.0,0.0,0.0,15.712572,0.0,3.2425923,7.7380524,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,OMNI - DE TOMASO,26.7,2254,65,115.3,G,0.0,1.0,1.0,0.0,0.0,0.0,15.099339,0.0,3.2846637,7.720462,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,ST. REGIS,18.8,3738,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,17.913244,0.0,2.9338567,8.226306,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,ST. REGIS,17.1,3828,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,14.484928,0.0,2.8390784,8.250098,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,ST. REGIS,18.4,3828,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,11.490546,0.0,2.9123507,8.250098,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,ST. REGIS,16.0,3874,130,345.8,G,0.0,0.0,0.0,0.0,0.0,0.0,13.712257,0.0,2.7725887,8.262043,4.8675346,5.8458605
1980.0,CHRYSLER,CHRYSLER,GRAN FURY,18.8,3720,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,17.843775,0.0,2.9338567,8.221479,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,GRAN FURY,18.2,3828,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,11.490546,0.0,2.9014215,8.250098,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,GRAN FURY,17.1,3807,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,14.420927,0.0,2.8390784,8.2445965,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,GRAN FURY,16.0,3853,130,345.8,G,0.0,0.0,0.0,0.0,0.0,0.0,13.65239,0.0,2.7725887,8.256607,4.8675346,5.8458605
1980.0,CHRYSLER,CHRYSLER,HORIZON,26.6,2244,65,115.3,G,0.0,0.0,0.0,0.0,0.0,0.0,15.436293,0.0,3.2809112,7.7160153,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,HORIZON,27.6,2204,65,115.3,G,0.0,1.0,1.0,0.0,0.0,0.0,14.839102,0.0,3.3178158,7.698029,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,HORIZON - TURISMO,25.6,2294,65,115.3,G,0.0,0.0,0.0,0.0,0.0,0.0,15.712572,0.0,3.2425923,7.7380524,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,HORIZON - TURISMO,26.6,2254,65,115.3,G,0.0,1.0,1.0,0.0,0.0,0.0,15.099339,0.0,3.2809112,7.720462,4.1743875,4.7475376
1980.0,CHRYSLER,CHRYSLER,VOLARE,19.3,3322,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.290197,0.0,2.960105,8.108322,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,VOLARE,20.2,3282,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.13211,0.0,3.0056827,8.096209,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,VOLARE,20.2,3282,90,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,15.699865,0.0,3.0056827,8.096209,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,VOLARE,17.1,3469,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.380995,0.0,2.8390784,8.151622,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,VOLARE,18.1,3469,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.614822,0.0,2.895912,8.151622,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,VOLARE WAGON,18.7,3492,90,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,16.95799,0.0,2.9285235,8.15823,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,VOLARE WAGON,17.9,3452,90,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,16.326511,0.0,2.8848007,8.146709,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,VOLARE WAGON,19.1,3452,90,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,16.326511,0.0,2.9496884,8.146709,4.4998097,5.379897
1980.0,CHRYSLER,CHRYSLER,VOLARE WAGON,17.1,3622,120,332.2,G,0.0,0.0,0.0,0.0,0.0,0.0,13.854073,0.0,2.8390784,8.194781,4.787492,5.805737
1980.0,CHRYSLER,CHRYSLER,VOLARE WAGON,18.4,3622,160,325.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.990103,0.0,2.9123507,8.194781,5.075174,5.785055
1980.0,CHRYSLER,CHRYSLER,CHALLENGER,23.4,2719,105,188.5,G,0.0,0.0,0.0,0.0,0.0,0.0,12.246356,0.0,3.152736,7.9080195,4.65396,5.239098
1980.0,CHRYSLER,CHRYSLER,CHALLENGER,24.7,2679,105,188.5,G,0.0,1.0,1.0,0.0,0.0,0.0,11.903745,0.0,3.2068033,7.893199,4.65396,5.239098
1980.0,CHRYSLER,CHRYSLER,COLT,38.8,1795,70,105.8,G,0.0,1.0,1.0,0.0,0.0,0.0,11.950208,0.0,3.6584203,7.49276,4.248495,4.6615505
1980.0,CHRYSLER,CHRYSLER,COLT,32.1,1921,80,118.0,G,0.0,0.0,0.0,0.0,0.0,0.0,11.5243635,0.0,3.468856,7.560601,4.3820267,4.7706847
1980.0,CHRYSLER,CHRYSLER,COLT,36.0,1881,80,118.0,G,0.0,1.0,1.0,0.0,0.0,0.0,11.173341,0.0,3.583519,7.539559,4.3820267,4.7706847
1980.0,CHRYSLER,CHRYSLER,COLT WAGON,23.4,2741,105,188.5,G,0.0,0.0,0.0,0.0,0.0,0.0,12.326059,0.0,3.152736,7.916078,4.65396,5.239098
1980.0,CHRYSLER,CHRYSLER,COLT WAGON,24.7,2741,105,188.5,G,0.0,1.0,1.0,0.0,0.0,0.0,12.116698,0.0,3.2068033,7.916078,4.65396,5.239098
1980.0,CHRYSLER,CHRYSLER,ARROW,31.2,2236,80,118.0,G,0.0,0.0,0.0,0.0,0.0,0.0,13.022735,0.0,3.440418,7.712444,4.3820267,4.7706847
1980.0,CHRYSLER,CHRYSLER,ARROW,33.1,2196,80,118.0,G,0.0,1.0,1.0,0.0,0.0,0.0,12.597861,0.0,3.4995332,7.6943927,4.3820267,4.7706847
1980.0,CHRYSLER,CHRYSLER,ARROW,24.7,2388,105,188.5,G,0.0,0.0,0.0,0.0,0.0,0.0,11.03126,0.0,3.2068033,7.7782116,4.65396,5.239098
1980.0,CHRYSLER,CHRYSLER,ARROW,26.1,2348,105,188.5,G,0.0,1.0,1.0,0.0,0.0,0.0,10.747211,0.0,3.2619352,7.761319,4.65396,5.239098
1980.0,CHRYSLER,CHRYSLER,CHAMP,38.8,1795,70,105.8,G,0.0,1.0,1.0,0.0,0.0,0.0,11.950208,0.0,3.6584203,7.49276,4.248495,4.6615505
1980.0,CHRYSLER,CHRYSLER,CHAMP,32.1,1981,80,118.0,G,0.0,0.0,0.0,0.0,0.0,0.0,11.813251,0.0,3.468856,7.591357,4.3820267,4.7706847
1980.0,CHRYSLER,CHRYSLER,CHAMP,36.1,1881,80,118.0,G,0.0,1.0,1.0,0.0,0.0,0.0,11.173341,0.0,3.5862927,7.539559,4.3820267,4.7706847
1980.0,CHRYSLER,CHRYSLER,SAPPORO,23.4,2786,105,188.5,G,0.0,0.0,0.0,0.0,0.0,0.0,12.488701,0.0,3.152736,7.932362,4.65396,5.239098
1980.0,CHRYSLER,CHRYSLER,SAPPORO,24.7,2746,105,188.5,G,0.0,1.0,1.0,0.0,0.0,0.0,12.133823,0.0,3.2068033,7.9179006,4.65396,5.239098
1980.0,FERRARI,FERRARI,308,13.2,3225,205,245.4,G,0.0,1.0,1.0,0.0,0.0,0.0,8.183287,0.0,2.580217,8.078689,5.32301,5.5028896
1980.0,FIAT,FIAT,BRAVA,22.4,2590,80,135.6,G,0.0,0.0,0.0,0.0,0.0,0.0,14.658304,0.0,3.109061,7.859413,4.3820267,4.9097095
1980.0,FIAT,FIAT,BRAVA,25.8,2590,120,175.5,G,0.0,0.0,0.0,0.0,0.0,0.0,10.576215,0.0,3.2503746,7.859413,4.787492,5.1676393
1980.0,FIAT,FIAT,BRAVA,24.7,2550,80,135.6,G,0.0,1.0,1.0,0.0,0.0,0.0,14.144916,0.0,3.2068033,7.8438487,4.3820267,4.9097095
1980.0,FIAT,FIAT,BRAVA,27.1,2550,120,175.5,G,0.0,1.0,1.0,0.0,0.0,0.0,10.330697,0.0,3.2995338,7.8438487,4.787492,5.1676393
1980.0,FIAT,FIAT,SPIDER 2000,23.5,2400,80,135.6,G,0.0,0.0,0.0,0.0,0.0,0.0,13.786291,0.0,3.1570003,7.783224,4.3820267,4.9097095
1980.0,FIAT,FIAT,SPIDER 2000,25.1,2400,102,175.5,G,0.0,0.0,0.0,0.0,0.0,0.0,11.337356,0.0,3.222868,7.783224,4.624973,5.1676393
1980.0,FIAT,FIAT,SPIDER 2000,26.1,2360,80,135.6,G,0.0,1.0,1.0,0.0,0.0,0.0,13.321053,0.0,3.2619352,7.766417,4.3820267,4.9097095
1980.0,FIAT,FIAT,SPIDER 2000,29.0,2360,102,175.5,G,0.0,1.0,1.0,0.0,0.0,0.0,11.034894,0.0,3.3672957,7.766417,4.624973,5.1676393
1980.0,FIAT,FIAT,STRADA,26.5,2120,67,103.1,G,0.0,0.0,0.0,0.0,0.0,0.0,14.390471,0.0,3.2771447,7.6591716,4.204693,4.6356993
1980.0,FIAT,FIAT,STRADA,28.9,2080,67,103.1,G,0.0,1.0,1.0,0.0,0.0,0.0,13.858543,0.0,3.3638415,7.6401234,4.204693,4.6356993
1980.0,FIAT,FIAT,X1/9,28.9,2130,67,103.1,G,0.0,1.0,1.0,0.0,0.0,0.0,14.1160345,0.0,3.3638415,7.6638775,4.204693,4.6356993
1980.0,FIAT,FIAT,X1/9,30.4,2130,75,107.4,G,0.0,1.0,1.0,0.0,0.0,0.0,12.934456,0.0,3.4144425,7.6638775,4.317488,4.6765604
1980.0,FORD,FORD,FAIRMONT,24.1,2778,88,160.0,G,0.0,0.0,0.0,0.0,0.0,0.0,14.363516,1.0,3.1822119,7.9294868,4.477337,5.075174
1980.0,FORD,FORD,FAIRMONT,20.8,2778,88,160.0,G,0.0,0.0,0.0,0.0,0.0,0.0,14.363516,1.0,3.0349529,7.9294868,4.477337,5.075174
1980.0,FORD,FORD,FAIRMONT,26.4,2738,88,160.0,G,0.0,1.0,1.0,0.0,0.0,0.0,13.88236,1.0,3.273364,7.914983,4.477337,5.075174
1980.0,FORD,FORD,FAIRMONT,22.7,2880,94,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,14.021933,1.0,3.122365,7.9655457,4.543295,5.379897
1980.0,FORD,FORD,FAIRMONT,23.8,2840,94,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,13.569819,1.0,3.1696856,7.9515595,4.543295,5.379897
1980.0,FORD,FORD,FAIRMONT,20.6,2980,119,263.1,G,0.0,0.0,0.0,0.0,0.0,0.0,11.920478,1.0,3.0252912,7.9996786,4.7791233,5.572534
1980.0,FORD,FORD,FAIRMONT WAGON,26.4,2895,88,160.0,G,0.0,1.0,1.0,0.0,0.0,0.0,14.495395,1.0,3.273364,7.9707403,4.477337,5.075174
1980.0,FORD,FORD,FAIRMONT WAGON,22.5,3048,94,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,14.676719,1.0,3.1135154,8.022241,4.543295,5.379897
1980.0,FORD,FORD,FAIRMONT WAGON,23.8,3008,94,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,14.187886,1.0,3.1696856,8.00903,4.543295,5.379897
1980.0,FORD,FORD,FAIRMONT WAGON,20.6,3128,119,263.1,G,0.0,0.0,0.0,0.0,0.0,0.0,12.3947935,1.0,3.0252912,8.048149,4.7791233,5.572534
1980.0,FORD,FORD,GRANADA,19.3,3289,90,263.1,G,0.0,0.0,0.0,0.0,0.0,0.0,16.159801,1.0,2.960105,8.098339,4.4998097,5.572534
1980.0,FORD,FORD,GRANADA,22.0,3249,90,263.1,G,0.0,1.0,1.0,0.0,0.0,0.0,15.577385,1.0,3.0910425,8.0861025,4.4998097,5.572534
1980.0,FORD,FORD,GRANADA,19.1,3356,134,314.6,G,0.0,0.0,0.0,0.0,0.0,0.0,11.921535,1.0,2.9496884,8.1185055,4.89784,5.7513022
1980.0,FORD,FORD,LTD,19.0,3684,130,311.9,G,0.0,0.0,0.0,0.0,0.0,0.0,13.168241,1.0,2.944439,8.211755,4.8675346,5.7426825
1980.0,FORD,FORD,LTD,19.0,3684,134,314.6,G,0.0,0.0,0.0,0.0,0.0,0.0,12.850878,1.0,2.944439,8.211755,4.89784,5.7513022
1980.0,FORD,FORD,LTD,19.4,3684,134,314.6,G,0.0,0.0,0.0,0.0,0.0,0.0,12.850878,1.0,2.9652731,8.211755,4.89784,5.7513022
1980.0,FORD,FORD,LTD,19.4,3684,130,311.9,G,0.0,0.0,0.0,0.0,0.0,0.0,13.168241,1.0,2.9652731,8.211755,4.8675346,5.7426825
1980.0,FORD,FORD,LTD,18.6,3734,140,359.3,G,0.0,0.0,0.0,0.0,0.0,0.0,12.540998,1.0,2.9231615,8.225235,4.9416423,5.8841577
1980.0,FORD,FORD,LTD,19.0,3684,140,359.3,G,0.0,0.0,0.0,0.0,0.0,0.0,12.405638,1.0,2.944439,8.211755,4.9416423,5.8841577
1980.0,FORD,FORD,LTD WAGON,18.9,3953,130,311.9,G,0.0,0.0,0.0,0.0,0.0,0.0,13.936912,1.0,2.939162,8.28223,4.8675346,5.7426825
1980.0,FORD,FORD,LTD WAGON,18.9,3953,134,314.6,G,0.0,0.0,0.0,0.0,0.0,0.0,13.601023,1.0,2.939162,8.28223,4.89784,5.7513022
1980.0,FORD,FORD,LTD WAGON,17.2,4003,140,359.3,G,0.0,0.0,0.0,0.0,0.0,0.0,13.263318,1.0,2.8449094,8.2948,4.9416423,5.8841577
1980.0,FORD,FORD,LTD WAGON,18.2,4003,140,359.3,G,0.0,0.0,0.0,0.0,0.0,0.0,13.263318,1.0,2.9014215,8.2948,4.9416423,5.8841577
1980.0,FORD,FORD,MUSTANG,24.1,2760,88,160.0,G,0.0,0.0,0.0,0.0,0.0,0.0,14.288548,1.0,3.1822119,7.922986,4.477337,5.075174
1980.0,FORD,FORD,MUSTANG,26.6,2720,88,160.0,G,0.0,1.0,1.0,0.0,0.0,0.0,13.811578,1.0,3.2809112,7.908387,4.477337,5.075174
1980.0,FORD,FORD,MUSTANG,27.7,2720,88,160.0,G,0.0,1.0,1.0,0.0,0.0,0.0,13.811578,1.0,3.3214324,7.908387,4.477337,5.075174
1980.0,FORD,FORD,MUSTANG,20.8,2910,130,236.4,G,0.0,0.0,0.0,0.0,1.0,0.0,10.891165,1.0,3.0349529,7.9759083,4.8675346,5.465525
1980.0,FORD,FORD,MUSTANG,21.8,2870,130,236.4,G,0.0,1.0,1.0,0.0,1.0,0.0,10.640912,1.0,3.08191,7.962067,4.8675346,5.465525
1980.0,FORD,FORD,MUSTANG,22.5,2860,94,217.0,G,0.0,0.0,0.0,0.0,0.0,0.0,13.943493,1.0,3.1135154,7.9585767,4.543295,5.379897
1980.0,FORD,FORD,MUSTANG,23.8,2820,94,217.0,G,0.0,1.0,1.0,0.0,0.0,0.0,13.495701,1.0,3.1696856,7.9444923,4.543295,5.379897
1980.0,FORD,FORD,MUSTANG,21.1,3101,119,263.1,G,0.0,0.0,0.0,0.0,0.0,0.0,12.308595,1.0,3.049273,8.03948,4.7791233,5.572534
1980.0,FORD,FORD,PINTO,23.8,2488,88,160.0,G,0.0,0.0,0.0,0.0,0.0,0.0,13.143645,1.0,3.1696856,7.8192344,4.477337,5.075174
1980.0,FORD,FORD,PINTO,26.9,2448,88,160.0,G,0.0,1.0,1.0,0.0,0.0,0.0,12.728618,1.0,3.2921262,7.8030267,4.477337,5.075174
