month,year,day,hour,npx,niso,diff
6,1998,30,17,38.99,18.81,-20.180002
7,1998,1,17,33.24,26.91,-6.330002
7,1998,2,17,36.58,28.46,-8.120003
7,1998,3,17,15.3899,15.32757,-0.062330246
7,1998,4,17,13.8857,33.1,19.214298
7,1998,5,17,24.681,28.5,3.8190002
7,1998,6,17,34.9933,69.24583,34.252525
7,1998,7,17,41.7603,85.0,43.2397
7,1998,8,17,56.98,32.99,-23.989998
7,1998,9,17,49.0164,29.66,-19.3564
7,1998,10,17,50.0,30.51,-19.49
7,1998,11,17,57.9989,48.99999,-8.998913
7,1998,12,17,63.09,30.51,-32.58
7,1998,13,17,75.0,27.10595,-47.89405
7,1998,14,17,65.03,61.5,-3.5299988
7,1998,15,17,56.09,124.99999,68.90999
7,1998,16,17,74.42,250.0,175.58
7,1998,17,17,102.29,55.0,-47.29
7,1998,18,17,87.93,39.0,-48.93
7,1998,19,17,59.82,30.48,-29.34
7,1998,20,17,96.8732,34.99001,-61.88319
7,1998,21,17,84.12,28.92803,-55.19197
7,1998,22,17,50.09,23.95978,-26.13022
7,1998,23,17,36.2137,24.61,-11.603699
7,1998,24,17,37.29,26.6,-10.690001
7,1998,25,17,32.1638,75.01001,42.84621
7,1998,26,17,41.8208,150.0,108.1792
7,1998,27,17,95.51,80.86002,-14.649979
7,1998,28,17,150.7092,50.0,-100.7092
7,1998,29,17,89.9,35.0,-54.9
7,1998,30,17,23.74,29.97,6.2299995
7,1998,31,17,45.6753,30.99,-14.685301
8,1998,1,17,35.61,29.34,-6.2700005
8,1998,2,17,47.0096,30.99,-16.019602
8,1998,3,17,163.0136,250.00002,86.98642
8,1998,4,17,125.84,249.99998,124.15999
8,1998,5,17,151.86,250.0,98.14
8,1998,6,17,152.92,48.0,-104.92
8,1998,7,17,49.6321,31.17,-18.4621
8,1998,8,17,33.7673,33.0,-0.76729965
8,1998,9,17,29.8063,48.0,18.1937
8,1998,10,17,85.1,35.00999,-50.090008
8,1998,11,17,157.99,250.0,92.009995
8,1998,12,17,149.98,250.00002,100.02002
8,1998,13,17,158.2561,250.00002,91.74391
8,1998,14,17,157.3883,228.08347,70.69516
8,1998,15,17,44.7997,39.49,-5.3097
8,1998,16,17,36.7719,0.0,-36.7719
8,1998,17,17,49.9963,29.5,-20.4963
8,1998,18,17,38.75,26.0,-12.75
8,1998,19,17,36.96,25.0,-11.959999
8,1998,20,17,31.3202,0.0,-31.3202
8,1998,21,17,34.9791,67.37,32.390903
8,1998,22,17,31.5947,62.59999,31.005291
8,1998,23,17,34.601,250.00002,215.39902
8,1998,24,17,47.4,170.00003,122.60003
8,1998,25,17,71.5,28.2,-43.3
8,1998,26,17,26.5,46.12284,19.62284
8,1998,27,17,52.1495,42.0,-10.149502
8,1998,28,17,67.9925,75.00001,7.0075073
8,1998,29,17,59.9986,39.0,-20.9986
8,1998,30,17,67.9956,61.02,-6.9755974
8,1998,31,17,70.0,250.0,180.0
9,1998,1,17,30.63,130.49545,99.865456
9,1998,2,17,187.1325,80.0,-107.13251
9,1998,3,17,189.6182,250.00002,60.38182
9,1998,4,17,153.2377,99.99999,-53.23771
9,1998,5,17,88.0007,49.9,-38.1007
9,1998,6,17,44.1302,100.0,55.8698
9,1998,7,17,37.0095,199.99998,162.99048
9,1998,8,17,69.9997,64.76909,-5.2306137
9,1998,9,17,34.91,33.13029,-1.7797089
9,1998,10,17,44.7939,27.5,-17.2939
9,1998,11,17,29.9976,27.5,-2.4976006
9,1998,12,17,28.15,33.0,4.8500004
9,1998,13,17,32.45,29.9935,-2.456501
9,1998,14,17,39.28,67.20454,27.924538
9,1998,15,17,31.7887,27.69,-4.0986996
9,1998,16,17,30.41,32.0,1.5900002
9,1998,17,17,30.88,29.99,-0.8899994
9,1998,18,17,27.99,32.4215,4.4315014
9,1998,19,17,27.9538,27.0,-0.9538002
9,1998,20,17,29.993,23.0,-6.993
9,1998,21,17,30.91,24.10989,-6.80011
9,1998,22,17,29.1431,26.0,-3.1431007
9,1998,23,17,26.7606,26.78687,0.026269913
9,1998,24,17,27.65,16.11655,-11.533449
9,1998,25,17,25.8055,13.04,-12.7655
9,1998,26,17,25.7739,23.66,-2.1138992
9,1998,27,17,31.41,25.00001,-6.4099903
9,1998,28,17,24.9998,26.49235,1.4925499
9,1998,29,17,26.9906,24.67,-2.3206005
9,1998,30,17,30.06,25.06511,-4.99489
10,1998,1,17,27.7439,22.359,-5.384901
10,1998,2,17,23.5144,15.0,-8.5144005
10,1998,3,17,24.13,27.0,2.8700008
10,1998,4,17,24.9355,24.24,-0.6954994
10,1998,5,17,29.39,30.0,0.6100006
10,1998,6,17,28.53,27.0,-1.5300007
10,1998,7,17,26.9969,38.0,11.003099
10,1998,8,17,28.78,41.06973,12.289728
10,1998,9,17,26.675,23.11,-3.5649986
10,1998,10,17,23.5403,23.20798,-0.33232117
10,1998,11,17,27.44,24.05,-3.3900013
10,1998,12,17,26.7388,35.0,8.2612
10,1998,13,17,24.9273,36.0,11.0727005
10,1998,14,17,28.9911,26.0007,-2.9904003
10,1998,15,17,,40.34664,
10,1998,16,17,29.9908,0.0,-29.9908
10,1998,17,17,26.3361,25.0004,-1.3356991
10,1998,18,17,29.6936,33.5,3.8064003
10,1998,19,17,30.11,77.86001,47.750008
10,1998,20,17,43.8947,35.0,-8.894699
10,1998,21,17,39.9989,34.40561,-5.593292
10,1998,22,17,38.8868,33.12503,-5.7617683
10,1998,23,17,31.8928,42.80536,10.9125595
10,1998,24,17,26.2005,28.69129,2.4907894
10,1998,25,17,28.0,30.1705,2.1704998
10,1998,26,17,30.0061,32.0,1.9939003
10,1998,27,17,30.0046,28.3506,-1.6540012
10,1998,28,17,31.5,29.3917,-2.1082993
10,1998,29,17,32.81,29.8509,-2.9591007
10,1998,30,17,29.37,29.25,-0.12000084
10,1998,31,17,20.315,28.03015,7.715149
11,1998,1,17,27.335,20.57,-6.7649994
11,1998,2,17,33.9786,29.5,-4.4785995
11,1998,3,17,34.53,28.012,-6.5179996
11,1998,4,17,33.9644,29.0,-4.9644012
11,1998,5,17,29.513,28.0122,-1.5008011
11,1998,6,17,29.9718,24.87317,-5.098629
11,1998,7,17,26.6666,27.0,0.33340073
11,1998,8,17,29.2919,30.85757,1.56567
11,1998,9,17,29.5189,25.23831,-4.28059
11,1998,10,17,29.99,32.37,2.3799992
11,1998,11,17,30.5773,37.0,6.422701
11,1998,12,17,31.2527,30.07891,-1.17379
11,1998,13,17,32.2702,35.0,2.7298012
11,1998,14,17,29.5276,27.27,-2.2575989
11,1998,15,17,27.6031,33.30778,5.7046814
11,1998,16,17,33.0,36.10347,3.1034698
11,1998,17,17,34.99,30.39131,-4.598692
11,1998,18,17,31.85,31.62766,-0.22233963
11,1998,19,17,28.9911,29.96,0.9688988
11,1998,20,17,27.7718,29.94,2.1682014
11,1998,21,17,26.5169,27.29297,0.77607155
11,1998,22,17,27.8073,27.7922,-0.015100479
11,1998,23,17,32.0059,34.19286,2.1869583
11,1998,24,17,30.9271,25.8616,-5.0654984
11,1998,25,17,27.9995,28.44,0.44050026
11,1998,26,17,4.0046,23.94895,19.94435
11,1998,27,17,20.3959,30.51213,10.11623
11,1998,28,17,15.2591,28.68012,13.4210205
11,1998,29,17,24.0935,33.40804,9.314539
11,1998,30,17,30.0,31.4,1.3999996
12,1998,1,17,30.99,29.95646,-1.0335388
12,1998,2,17,27.9762,24.0,-3.9762
12,1998,3,17,26.76,25.23371,-1.5262909
12,1998,4,17,27.2335,31.23817,4.004671
12,1998,5,17,26.3464,19.1026,-7.243799
12,1998,6,17,24.0317,17.51873,-6.51297
12,1998,7,17,28.0099,28.71694,0.7070408
12,1998,8,17,28.9912,30.54867,1.5574703
12,1998,9,17,28.0,26.13752,-1.8624802
12,1998,10,17,28.63,24.76103,-3.868969
12,1998,11,17,26.9959,20.9,-6.0958996
12,1998,12,17,23.9254,26.13245,2.2070503
12,1998,13,17,24.6327,22.0134,-2.6193008
12,1998,14,17,24.9471,24.0,-0.9470997
12,1998,15,17,24.1103,21.9536,-2.1567001
12,1998,16,17,25.89,14.24108,-11.648919
12,1998,17,17,27.09,26.01694,-1.073061
12,1998,18,17,29.42,38.42424,9.00424
12,1998,19,17,25.6465,34.0,8.3535
12,1998,20,17,39.33,42.03,2.699997
12,1998,21,17,52.7389,33.0018,-19.737099
12,1998,22,17,71.3254,34.8793,-36.446102
12,1998,23,17,64.99,37.15351,-27.836487
12,1998,24,17,28.8658,28.56216,-0.30364037
12,1998,25,17,27.0558,20.79998,-6.2558193
12,1998,26,17,20.6264,20.0007,-0.6257
12,1998,27,17,28.0,23.80335,-4.1966496
12,1998,28,17,26.4757,11.74,-14.735701
12,1998,29,17,26.34,17.41631,-8.923691
12,1998,30,17,22.3353,18.45,-3.8852997
12,1998,31,17,14.0089,16.9,2.8911
1,1999,1,17,12.0278,20.8329,8.8050995
1,1999,2,17,17.9938,16.9013,-1.0924988
1,1999,3,17,20.7929,26.92701,6.1341095
1,1999,4,17,28.25,26.0,-2.25
1,1999,5,17,29.0,23.55038,-5.4496193
1,1999,6,17,27.99,16.0,-11.99
1,1999,7,17,28.94,21.905,-7.035
1,1999,8,17,26.49,21.5851,-4.9048996
1,1999,9,17,24.01,20.2305,-3.779501
1,1999,10,17,24.75,17.01132,-7.73868
1,1999,11,17,29.1,20.80411,-8.295891
1,1999,12,17,24.4982,20.35,-4.148199
1,1999,13,17,26.4,24.99999,-1.4000092
1,1999,14,17,25.89,9.74603,-16.14397
1,1999,15,17,23.33,21.0002,-2.3297997
1,1999,16,17,22.58,20.39828,-2.1817207
1,1999,17,17,23.07,18.51,-4.5599995
1,1999,18,17,25.2,22.1932,-3.0068016
1,1999,19,17,25.99,26.66,0.6700001
1,1999,20,17,23.32,21.0,-2.3199997
1,1999,21,17,23.74,6.8,-16.939999
1,1999,22,17,20.75,4.93,-15.82
1,1999,23,17,16.9029,15.85,-1.0529003
1,1999,24,17,18.1993,9.25736,-8.94194
1,1999,25,17,24.1723,21.43,-2.7423
1,1999,26,17,23.91,18.9009,-5.0091
1,1999,27,17,22.94,4.93,-18.01
1,1999,28,17,21.86,14.01,-7.8500004
1,1999,29,17,20.49,19.9,-0.59000015
1,1999,30,17,17.9936,19.18,1.1863995
1,1999,31,17,15.9955,0.0,-15.9955
2,1999,1,17,21.1424,4.93,-16.2124
2,1999,2,17,21.56,22.91842,1.3584213
2,1999,3,17,21.37,20.33,-1.0400009
2,1999,4,17,22.0,19.89,-2.1100006
2,1999,5,17,20.9993,22.64,1.6406994
2,1999,6,17,18.2244,21.98,3.7556
2,1999,7,17,16.4988,22.14,5.641199
2,1999,8,17,21.43,23.0,1.5699997
2,1999,9,17,21.71,22.5,0.7900009
2,1999,10,17,23.98,20.29021,-3.6897888
2,1999,11,17,22.75,20.9465,-1.8034992
2,1999,12,17,21.62,20.9062,-0.71380043
2,1999,13,17,18.9917,16.6204,-2.3712997
2,1999,14,17,18.489,9.99,-8.499001
2,1999,15,17,21.0,16.95054,-4.0494595
2,1999,16,17,21.0,21.5,0.5
2,1999,17,17,21.0,17.9515,-3.0485
2,1999,18,17,21.0,21.0,0.0
2,1999,19,17,20.74,23.0,2.2600002
2,1999,20,17,18.8,22.21,3.4099998
2,1999,21,17,18.0238,9.99,-8.0338
2,1999,22,17,21.5065,22.0,0.49349976
2,1999,23,17,21.49,19.9913,-1.4986992
2,1999,24,17,22.79,27.97,5.1799984
2,1999,25,17,21.25,16.8425,-4.4074993
2,1999,26,17,20.99,9.99,-11.0
2,1999,27,17,16.996,15.9004,-1.0956001
2,1999,28,17,15.9916,13.0015,-2.9901
3,1999,1,17,19.997,19.0,-0.99699974
3,1999,2,17,19.99,20.9027,0.91270065
3,1999,3,17,20.607,16.9423,-3.6646996
3,1999,4,17,20.49,17.4,-3.0900002
3,1999,5,17,18.995,17.9273,-1.0677013
3,1999,6,17,15.9919,14.3,-1.6919003
3,1999,7,17,17.6714,11.79327,-5.87813
3,1999,8,17,19.9073,24.61,4.7026997
3,1999,9,17,20.34,16.84,-3.5
3,1999,10,17,21.6,16.51,-5.09
3,1999,11,17,21.5,19.29154,-2.2084599
3,1999,12,17,19.99,21.95888,1.9688797
3,1999,13,17,20.59,24.5,3.9099998
3,1999,14,17,21.31,22.35748,1.0474796
3,1999,15,17,20.31,17.3427,-2.9673004
3,1999,16,17,21.0,17.6327,-3.3673
3,1999,17,17,21.0,22.01701,1.0170097
3,1999,18,17,20.29,23.62,3.33
3,1999,19,17,19.79,25.6038,5.813799
3,1999,20,17,18.0,14.0011,-3.9989004
3,1999,21,17,17.02,16.5001,-0.5199013
3,1999,22,17,20.5,23.60295,3.1029491
3,1999,23,17,23.23,19.05149,-4.1785088
3,1999,24,17,21.95,22.87,0.9200001
3,1999,25,17,22.05,25.03117,2.9811707
3,1999,26,17,20.6,16.5,-4.1000004
3,1999,27,17,20.0,11.4862,-8.5138
3,1999,28,17,20.36,17.50034,-2.859661
3,1999,29,17,25.69,31.30828,5.6182804
3,1999,30,17,23.73,21.88017,-1.8498287
3,1999,31,17,26.26,18.5,-7.76
4,1999,1,17,21.75,20.0,-1.75
4,1999,2,17,21.0,16.5,-4.5
4,1999,3,17,19.0,19.0014,0.0013999939
4,1999,4,17,18.3,17.5401,-0.75989914
4,1999,5,17,23.93,19.59917,-4.3308296
4,1999,6,17,23.7452,26.0,2.2548008
4,1999,7,17,24.0,20.74,-3.2600002
4,1999,8,17,24.7959,35.0003,10.204401
4,1999,9,17,27.99,27.28388,-0.70611954
4,1999,10,17,24.3096,25.9506,1.6409988
4,1999,11,17,23.9968,27.64449,3.6476898
4,1999,12,17,25.11,27.38686,2.2768593
4,1999,13,17,25.421,27.51313,2.0921307
4,1999,14,17,27.9946,35.88,7.885401
4,1999,15,17,29.6538,226.47746,196.82367
4,1999,16,17,28.52,73.38097,44.860966
4,1999,17,17,25.999,16.6061,-9.3929
4,1999,18,17,29.06,34.86,5.800001
4,1999,19,17,46.5695,36.19105,-10.3784485
4,1999,20,17,35.9982,50.0,14.001801
4,1999,21,17,36.2926,10.0,-26.292599
4,1999,22,17,28.45,6.14037,-22.309631
4,1999,23,17,27.11,19.0003,-8.109701
4,1999,24,17,19.99,15.90049,-4.08951
4,1999,25,17,26.25,14.75397,-11.49603
4,1999,26,17,26.58,26.24791,-0.33209038
4,1999,27,17,27.25,15.9,-11.35
4,1999,28,17,26.844,16.99,-9.854
4,1999,29,17,25.7476,35.16105,9.413448
4,1999,30,17,22.9982,22.636,-0.36219978
5,1999,1,17,20.7126,11.55025,-9.162351
5,1999,2,17,22.4596,7.31013,-15.14947
5,1999,3,17,25.9927,8.02,-17.9727
5,1999,4,17,25.494,14.75,-10.7439995
5,1999,5,17,29.0,35.62214,6.622139
5,1999,6,17,31.33,45.0,13.67
5,1999,7,17,31.4035,24.14,-7.2635
5,1999,8,17,24.91,6.79,-18.119999
5,1999,9,17,22.3941,6.0,-16.3941
5,1999,10,17,26.0482,6.0,-20.0482
5,1999,11,17,28.21,30.00111,1.791111
5,1999,12,17,29.9949,27.83372,-2.1611805
5,1999,13,17,32.9919,21.75,-11.241901
5,1999,14,17,28.4234,6.0,-22.4234
5,1999,15,17,26.8568,19.00032,-7.8564796
5,1999,16,17,21.9979,19.0007,-2.9972
5,1999,17,17,32.93,39.99,7.0600014
5,1999,18,17,32.2479,39.8017,7.5538025
5,1999,19,17,33.6093,20.0,-13.609299
5,1999,20,17,32.9944,10.01,-22.9844
5,1999,21,17,26.0428,25.0,-1.0428009
5,1999,22,17,26.79,35.0,8.209999
5,1999,23,17,28.0,21.0,-7.0
5,1999,24,17,40.009,38.01,-1.9990005
5,1999,25,17,49.99,162.08858,112.09857
5,1999,26,17,34.0042,27.95,-6.054199
5,1999,27,17,46.0,26.05,-19.95
5,1999,28,17,35.0,22.23529,-12.764709
5,1999,29,17,28.5,5.68143,-22.81857
5,1999,30,17,19.72,6.79,-12.929999
5,1999,31,17,14.9927,23.0,8.0073
6,1999,1,17,25.6937,6.79,-18.903702
6,1999,2,17,24.1256,1.8,-22.325602
6,1999,3,17,21.9932,6.79,-15.2032
6,1999,4,17,19.3278,7.0,-12.327801
6,1999,5,17,12.9953,18.36951,5.3742104
6,1999,22,17,10.0,17.80435,7.80435
6,1999,7,17,21.9972,9.928,-12.0692
6,1999,8,17,27.9923,22.46,-5.532301
6,1999,9,17,26.9588,21.0603,-5.8984985
6,1999,10,17,24.9984,34.41263,9.414228
6,1999,11,17,27.9922,37.80262,9.810419
6,1999,12,17,29.6531,18.0002,-11.652899
6,1999,13,17,30.62,18.0001,-12.619902
6,1999,14,17,56.9356,31.76,-25.1756
6,1999,15,17,39.2446,20.0108,-19.233799
6,1999,16,17,35.01,28.82618,-6.183819
6,1999,17,17,32.005,74.94011,42.93511
6,1999,18,17,37.0009,31.5,-5.5009003
6,1999,19,17,37.9969,26.45,-11.546898
6,1999,20,17,38.9949,30.0,-8.9949
6,1999,21,17,51.2393,17.90147,-33.33783
6,1999,22,17,55.0012,40.0,-15.001202
6,1999,23,17,40.61,81.66847,41.05847
6,1999,24,17,35.701,19.8112,-15.889801
6,1999,25,17,32.6538,26.98,-5.6738014
6,1999,26,17,39.01,25.4404,-13.569599
6,1999,27,17,35.7,44.26136,8.561359
6,1999,28,17,60.96,90.0,29.04
6,1999,29,17,80.0029,250.0,169.9971
6,1999,30,17,117.61,250.00002,132.39001
7,1999,1,17,91.74,12.01509,-79.72491
7,1999,2,17,45.0039,21.45993,-23.543968
7,1999,3,17,23.01,6.18726,-16.82274
7,1999,4,17,26.0,15.7501,-10.2499
7,1999,5,17,37.66,68.18539,30.525387
7,1999,6,17,51.12,24.9911,-26.128899
7,1999,7,17,55.01,25.0005,-30.009499
7,1999,8,17,50.76,16.22,-34.54
7,1999,9,17,53.1,38.10329,-14.996708
7,1999,10,17,86.59,144.99998,58.40999
7,1999,11,17,46.0,189.98999,143.98999
7,1999,12,17,145.03,250.0,104.97
7,1999,13,17,151.5,250.00003,98.50003
7,1999,14,17,151.3035,37.28791,-114.01559
7,1999,15,17,65.18,21.0,-44.18
7,1999,16,17,41.41,13.0,-28.41
7,1999,17,17,26.0,29.61187,3.6118698
7,1999,18,17,38.99,38.0,-0.9900017
7,1999,19,17,44.0,20.0,-24.0
7,1999,20,17,38.99,26.77,-12.220001
7,1999,21,17,38.99,15.01828,-23.971722
7,1999,22,17,34.5,34.89,0.3899994
7,1999,23,17,35.01,25.0,-10.009998
7,1999,24,17,29.697,15.3534,-14.3436
7,1999,25,17,38.99,16.22,-22.770002
7,1999,26,17,38.1,28.5225,-9.577499
7,1999,27,17,38.0168,17.03699,-20.97981
7,1999,28,17,40.21,18.0,-22.21
7,1999,29,17,35.0034,37.13,2.1266022
7,1999,30,17,31.54,33.4024,1.8624
7,1999,31,17,38.99,23.0,-15.990002
8,1999,1,17,34.1,23.0014,-11.0985985
8,1999,2,17,50.0,250.0,200.0
8,1999,3,17,47.0,175.95238,128.95238
8,1999,4,17,50.8104,49.64825,-1.1621475
8,1999,5,17,58.0,14.50931,-43.490692
8,1999,6,17,33.0,7.0,-26.0
8,1999,7,17,25.2299,19.67938,-5.55052
8,1999,8,17,28.78,20.00087,-8.779131
8,1999,9,17,29.9925,22.5004,-7.4921
8,1999,10,17,27.9594,26.0001,-1.959301
8,1999,11,17,31.0,19.04125,-11.95875
8,1999,12,17,29.33,26.0,-3.33
8,1999,13,17,28.41,25.0,-3.4099998
8,1999,14,17,27.51,29.5,1.9899998
8,1999,15,17,32.75,42.17661,9.426609
8,1999,16,17,34.9962,99.33395,64.337746
8,1999,17,17,38.2,70.16207,31.96207
8,1999,18,17,46.33,36.14255,-10.18745
8,1999,19,17,48.21,55.0,6.790001
8,1999,20,17,40.11,41.29,1.1800003
8,1999,21,17,41.0,43.21869,2.218689
8,1999,22,17,46.0,198.15251,152.15251
8,1999,23,17,63.0766,250.0,186.9234
8,1999,24,17,152.7486,124.39512,-28.353477
8,1999,25,17,106.729,250.00002,143.27103
8,1999,26,17,174.99,50.0,-124.990005
8,1999,27,17,221.27,245.0,23.729996
8,1999,28,17,77.0,43.42,-33.58
8,1999,29,17,79.99,36.0012,-43.988796
8,1999,30,17,84.0,21.96176,-62.03824
8,1999,31,17,46.99,19.0,-27.990002
9,1999,1,17,42.12,21.0,-21.119999
9,1999,2,17,32.7984,23.36866,-9.429741
9,1999,3,17,28.99,15.26998,-13.720019
9,1999,4,17,28.2123,30.0,1.7877007
9,1999,5,17,33.2,43.75,10.549999
9,1999,6,17,34.0,50.0,16.0
9,1999,7,17,48.0,56.43367,8.43367
9,1999,8,17,47.1,56.78,9.68
9,1999,9,17,42.5023,29.9001,-12.6022
9,1999,10,17,40.66,23.5,-17.16
9,1999,11,17,35.89,24.5,-11.389999
9,1999,12,17,37.01,41.17877,4.16877
9,1999,13,17,40.99,40.24935,-0.7406502
9,1999,14,17,43.1,27.9911,-15.108898
9,1999,15,17,41.01,43.93245,2.922451
9,1999,16,17,35.0,27.84,-7.16
9,1999,17,17,34.01,32.0004,-2.0095978
9,1999,18,17,29.94,6.92624,-23.01376
9,1999,19,17,31.41,20.37,-11.039999
9,1999,20,17,37.0,38.31253,1.3125305
9,1999,21,17,36.0,50.54973,14.549728
9,1999,22,17,35.5,80.46683,44.966827
9,1999,23,17,36.0,39.13,3.130001
9,1999,24,17,52.99,34.9902,-17.999802
9,1999,25,17,56.1,69.0,12.900002
9,1999,26,17,65.01,86.0,20.989998
9,1999,27,17,85.0,37.0,-48.0
9,1999,28,17,132.18,103.7098,-28.470192
9,1999,29,17,72.1,250.0,177.9
9,1999,30,17,73.11,250.0,176.89
10,1999,1,17,123.86,71.75256,-52.107437
10,1999,2,17,90.01,63.75582,-26.25418
10,1999,3,17,47.25,35.0,-12.25
10,1999,4,17,61.97,56.0,-5.970001
10,1999,5,17,47.0,34.10011,-12.899891
10,1999,6,17,48.51,34.00014,-14.509857
10,1999,7,17,46.85,50.36649,3.516491
10,1999,8,17,56.0,117.47,61.47
10,1999,9,17,46.0,53.0,7.0
10,1999,10,17,64.14,60.00001,-4.139988
10,1999,11,17,66.42,60.0,-6.419998
10,1999,12,17,96.57,171.0736,74.50359
10,1999,13,17,133.15,102.9838,-30.166191
10,1999,14,17,104.19,45.0003,-59.1897
10,1999,15,17,90.9923,23.68579,-67.30651
10,1999,16,17,55.48,25.34418,-30.13582
10,1999,17,17,62.005,34.99,-27.015
10,1999,18,17,59.5,31.01,-28.49
10,1999,19,17,55.01,43.19775,-11.812248
10,1999,20,17,51.36,67.9878,16.6278
10,1999,21,17,79.26,98.15041,18.890411
10,1999,22,17,70.99,34.99449,-35.995506
10,1999,23,17,42.55,40.0001,-2.5499
10,1999,24,17,50.76,44.0127,-6.747299
10,1999,25,17,54.9915,97.09724,42.105736
10,1999,26,17,60.0062,34.42435,-25.581848
10,1999,27,17,59.2043,59.2598,0.05550003
10,1999,28,17,42.0,35.00201,-6.9979897
10,1999,29,17,44.5,34.99,-9.509998
10,1999,30,17,55.93,54.10001,-1.8299904
10,1999,31,17,85.01,49.94987,-35.06013
11,1999,1,17,96.09,58.51387,-37.576126
11,1999,2,17,60.0,34.91185,-25.08815
11,1999,3,17,60.01,25.00237,-35.00763
11,1999,4,17,70.0,48.68943,-21.31057
11,1999,5,17,48.38,12.006,-36.374
11,1999,6,17,35.99,50.90909,14.919086
11,1999,7,17,43.98,148.5948,104.61481
