id,black,imigrnt,hhead,mag_14,news_14,lib_14,num_sib,fgrade,mgrade,iq,bdate,gfill76,wt76,grade76,grade66,age66,smsa66,region,smsa76,col4,mcol4,col4pub,south76,wage76,exp76,expsq76,age76,agesq76,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9,momdad14,sinmom14,nodaded,nomomed,daded,momed,famed,famed1,famed2,famed3,famed4,famed5,famed6,famed7,famed8,famed9,int76,age1415,age1617,age1819,age2021,age2224,cage1415,cage1617,cage1819,cage2021,cage2224,cage66,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,ca1,ca2,ca3,ca4,ca5,ca6,ca7,ca8,ca9,ca10,ca11,ca12,g25,g25i,intmo66,nlsflt,nsib,ns1,ns2,ns3,ns4,ns5,ns6,ns7
12.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,11.0,12.0,84.0,470619.0,9.0,524235.0,9.0,9.0,18.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,0.8109,13.0,1.69,28.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,11.0,6.0,89.0,491207.0,12.0,508965.0,12.0,10.0,16.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.3863,8.0,0.64,26.0,676.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,11.0,6.0,93.0,511022.0,11.0,467873.0,11.0,9.0,14.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.4279,7.0,0.49,24.0,576.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,11.0,6.0,74.0,450703.0,11.0,838167.0,11.0,9.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.7747,13.0,1.69,30.0,900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,9.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,,8.0,116.0,441031.0,16.0,1.114557e+06,16.0,16.0,21.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.1905,9.0,0.81,31.0,961.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.9372,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,16.0,16.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,15.0,12.0,,520229.0,14.0,450270.0,14.0,8.0,14.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0986,4.0,0.16,24.0,576.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,8.0,93.0,420318.0,12.0,552229.0,12.0,12.0,24.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.2413,16.0,2.56,34.0,1156.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,,12.0,100.0,460419.0,14.0,766212.0,14.0,14.0,19.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.884,9.0,0.81,29.0,841.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.9372,12.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,91.0,500313.0,10.0,492372.0,10.0,9.0,16.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.7492,10.0,1.0,26.0,676.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,8.0,88.0,430423.0,12.0,544766.0,12.0,12.0,22.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.8703,14.0,1.96,32.0,1024.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,12.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,13.0,,430402.0,18.0,552229.0,18.0,17.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.245,8.0,0.64,32.0,1024.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,18.0,18.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,,8.0,114.0,411230.0,18.0,625693.0,18.0,15.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.8148,10.0,1.0,34.0,1156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.9372,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,14.0,111.0,440414.0,15.0,560199.0,15.0,14.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.9824,11.0,1.21,32.0,1024.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,15.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,14.0,12.0,,480101.0,12.0,499119.0,12.0,11.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.7984,10.0,1.0,28.0,784.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,11.0,12.0,95.0,431205.0,12.0,552229.0,12.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.9359,14.0,1.96,32.0,1024.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,12.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,14.0,13.0,132.0,410416.0,18.0,569922.0,18.0,15.0,24.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.6391,10.0,1.0,34.0,1156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,12.0,,491124.0,12.0,482847.0,12.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0986,8.0,0.64,26.0,676.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,16.0,16.0,109.0,431123.0,18.0,551343.0,18.0,13.0,22.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.8904,8.0,0.64,32.0,1024.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,16.0,12.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,11.0,12.0,108.0,500507.0,12.0,466200.0,12.0,10.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.4183,7.0,0.49,25.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,,16.0,102.0,470116.0,14.0,848287.0,14.0,12.0,19.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.8437,9.0,0.81,29.0,841.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.9372,16.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,12.0,12.0,106.0,500830.0,12.0,114369.0,12.0,9.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.7324,7.0,0.49,25.0,625.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48.0,1.0,0.0,5.0,1.0,1.0,1.0,3.0,,11.0,104.0,500515.0,12.0,164607.0,12.0,10.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5195,7.0,0.49,25.0,625.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.9372,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
