state,year,vote,margin,class,termshouse,termssenate,population,win
13.0,1932.0,54.4839,17.21325,3.0,0.0,4.0,3001000,1.0
13.0,1938.0,53.05859,9.56597,3.0,0.0,7.0,3512000,1.0
13.0,1940.0,47.419064,6.601757,1.0,10.0,3.0,3456000,1.0
13.0,1946.0,36.126682,-5.1618724,1.0,0.0,1.0,3398000,0.0
13.0,1950.0,46.71793,5.0677032,3.0,0.0,2.0,14830000,1.0
13.0,1952.0,48.37487,-19.085226,1.0,0.0,4.0,15192000,0.0
13.0,1956.0,40.14161,-6.5641403,3.0,4.0,1.0,16112000,0.0
13.0,1958.0,53.467186,-2.3740144,1.0,6.0,1.0,16601000,0.0
13.0,1962.0,32.677452,-17.237839,3.0,4.0,4.0,17301000,0.0
13.0,1968.0,38.2249,-17.003149,3.0,4.0,7.0,18051000,0.0
13.0,1970.0,54.157066,-2.1644979,1.0,0.0,1.0,18241391,0.0
13.0,1974.0,43.536133,-7.0959625,3.0,4.0,10.0,18049775,0.0
13.0,1976.0,65.06602,9.271893,1.0,0.0,1.0,17940541,1.0
13.0,1980.0,38.42297,-1.3465047,3.0,0.0,1.0,17558072,0.0
13.0,1982.0,67.01974,30.908585,1.0,0.0,4.0,17589738,1.0
13.0,1986.0,47.782677,-14.604274,3.0,0.0,4.0,17833419,0.0
13.0,1988.0,55.19836,35.968746,1.0,0.0,7.0,17941309,1.0
13.0,1992.0,54.617245,-1.2509078,3.0,0.0,7.0,18082032,0.0
13.0,1994.0,55.27137,13.72863,1.0,,,18156652,1.0
13.0,1998.0,71.160866,10.535163,3.0,,,18159175,1.0
13.0,2000.0,67.00206,12.26548,1.0,,,18977026,1.0
13.0,2004.0,66.30444,46.916508,3.0,,,19171567,1.0
13.0,2010.0,,34.098904,3.0,,,19378102,1.0
14.0,1914.0,27.188438,-22.79015,3.0,0.0,10.0,8276000,0.0
14.0,1922.0,33.99734,-26.445475,1.0,0.0,2.0,8982000,0.0
14.0,1928.0,50.777035,-30.380932,1.0,0.0,5.0,9802000,0.0
14.0,1932.0,44.41561,-6.284791,3.0,0.0,3.0,9764000,0.0
14.0,1934.0,51.78808,4.3206005,1.0,0.0,1.0,9795000,1.0
14.0,1938.0,49.98764,-10.287446,3.0,0.0,6.0,9952000,0.0
14.0,1940.0,39.814377,4.4251947,1.0,0.0,4.0,9896000,1.0
14.0,1944.0,47.738712,0.6377876,3.0,3.0,1.0,9214000,1.0
14.0,1946.0,47.979218,-19.442045,1.0,0.0,1.0,9866000,0.0
14.0,1950.0,50.081764,-3.559786,3.0,0.0,1.0,10498000,0.0
14.0,1952.0,48.38315,-3.59506,1.0,0.0,4.0,10503000,0.0
14.0,1956.0,51.06412,0.39669573,3.0,0.0,1.0,10972000,1.0
14.0,1958.0,49.11124,-2.8271704,1.0,8.0,1.0,11058000,0.0
14.0,1962.0,45.79503,2.3664804,3.0,0.0,4.0,11355000,1.0
14.0,1964.0,45.37968,-1.470387,1.0,8.0,4.0,11519000,0.0
14.0,1968.0,45.8944,-6.1004934,3.0,4.0,1.0,11741000,0.0
14.0,1970.0,46.784245,-6.0459256,1.0,8.0,7.0,11800766,0.0
14.0,1974.0,48.039177,-7.1078005,3.0,4.0,4.0,11870884,0.0
14.0,1976.0,39.204292,-5.607003,1.0,3.0,1.0,11897378,0.0
14.0,1980.0,42.869217,-2.4448128,3.0,0.0,1.0,11863895,0.0
14.0,1982.0,32.445488,-20.073011,1.0,3.0,4.0,11845146,0.0
14.0,1986.0,46.330196,-13.566822,3.0,0.0,4.0,11782752,0.0
14.0,1992.0,34.787468,-2.7727544,3.0,0.0,7.0,11980819,0.0
14.0,1994.0,45.509087,-2.4822383,1.0,,,12042545,0.0
14.0,1998.0,41.987442,-26.55423,3.0,,,12002329,0.0
14.0,2000.0,58.63658,-6.906989,1.0,,,12280548,0.0
14.0,2006.0,,17.353556,1.0,,,12510809,1.0
14.0,2010.0,,-2.0169883,3.0,,,12702379,0.0
21.0,1914.0,26.819542,-1.6989291,3.0,0.0,2.0,6109000,0.0
21.0,1924.0,64.02099,-28.168396,2.0,0.0,2.0,7215000,0.0
21.0,1930.0,56.472076,33.290676,2.0,1.0,4.0,7644000,1.0
21.0,1932.0,51.329823,6.210652,3.0,1.0,1.0,7736000,1.0
21.0,1938.0,52.607624,2.9951334,3.0,2.0,1.0,7866000,1.0
21.0,1942.0,55.066593,-6.8234262,2.0,0.0,3.0,8057000,0.0
21.0,1944.0,45.757095,5.5501847,3.0,2.0,4.0,7719000,1.0
21.0,1948.0,53.572582,10.453799,2.0,0.0,1.0,8552000,1.0
21.0,1950.0,45.720066,-8.125329,3.0,8.0,1.0,8712000,0.0
21.0,1954.0,54.63101,7.1452856,2.0,0.0,4.0,9252000,1.0
21.0,1956.0,47.126053,-8.38179,3.0,8.0,4.0,9530000,0.0
21.0,1960.0,43.899246,9.434843,2.0,0.0,7.0,10081000,1.0
21.0,1962.0,46.592255,-5.747709,3.0,8.0,7.0,10280000,0.0
21.0,1966.0,37.345684,-11.047146,2.0,0.0,1.0,10836000,0.0
21.0,1972.0,45.472347,-24.868763,2.0,0.0,4.0,11251948,0.0
21.0,1974.0,56.010605,24.929514,3.0,0.0,4.0,11262145,1.0
21.0,1978.0,50.07306,-7.866329,2.0,0.0,7.0,11412561,0.0
21.0,1980.0,65.1255,13.5153265,3.0,0.0,1.0,11426518,1.0
21.0,1984.0,65.0684,1.8617034,2.0,5.0,1.0,11412132,1.0
21.0,1986.0,53.26851,31.38347,3.0,0.0,4.0,11387257,1.0
21.0,1990.0,56.085247,30.136803,2.0,5.0,4.0,11446979,1.0
21.0,1992.0,47.46742,10.211357,3.0,0.0,1.0,11635197,1.0
21.0,1996.0,60.334267,15.413943,2.0,,,11953003,1.0
21.0,1998.0,69.96873,-2.9044957,3.0,,,12069774,0.0
21.0,2002.0,67.84095,22.3142,2.0,,,12525556,1.0
21.0,2008.0,,39.310856,2.0,,,12747038,1.0
21.0,2010.0,,-1.5986085,3.0,,,12830632,0.0
22.0,1916.0,50.86462,-1.6298056,1.0,0.0,1.0,2897000,0.0
22.0,1920.0,48.956223,-13.417691,3.0,6.0,4.0,2947000,0.0
22.0,1926.0,55.567814,-1.0800034,3.0,6.0,7.0,3148000,0.0
22.0,1928.0,51.457672,-11.180962,1.0,0.0,3.0,3212000,0.0
22.0,1932.0,49.841385,13.30372,3.0,0.0,1.0,3281000,1.0
22.0,1934.0,49.129696,3.9805741,1.0,0.0,1.0,3319000,1.0
22.0,1940.0,43.363014,-1.3218045,1.0,0.0,1.0,3433000,0.0
22.0,1944.0,46.35103,-1.3154387,3.0,0.0,1.0,3440000,0.0
22.0,1946.0,46.819824,-11.542013,1.0,0.0,2.0,3702000,0.0
22.0,1950.0,44.38835,-6.4600286,3.0,0.0,4.0,3934000,0.0
22.0,1952.0,56.455822,-5.6232986,1.0,0.0,5.0,4148000,0.0
22.0,1956.0,50.303997,-10.818866,3.0,0.0,7.0,4458000,0.0
22.0,1958.0,54.334385,14.0323105,1.0,0.0,1.0,4583000,1.0
22.0,1962.0,51.651,0.60798824,3.0,0.0,1.0,4736000,1.0
22.0,1964.0,50.123238,9.002858,1.0,0.0,4.0,4856000,1.0
22.0,1968.0,50.729042,3.5012603,3.0,0.0,4.0,5093000,1.0
22.0,1970.0,40.46275,0.24647713,1.0,0.0,7.0,5195392,1.0
22.0,1974.0,46.214207,4.2871027,3.0,0.0,7.0,5361890,1.0
22.0,1976.0,45.584435,-18.299252,1.0,0.0,1.0,5389088,0.0
22.0,1980.0,38.50972,-7.57159,3.0,2.0,1.0,5490224,0.0
22.0,1982.0,31.857145,-8.248615,1.0,0.0,4.0,5467922,0.0
22.0,1988.0,30.500698,-36.28571,1.0,0.0,7.0,5491735,0.0
22.0,1992.0,63.71857,-16.632887,3.0,5.0,3.0,5648649,0.0
22.0,1994.0,31.851116,-36.85137,1.0,,,5745626,0.0
22.0,1998.0,61.64878,28.925287,3.0,,,5907617,1.0
22.0,2000.0,0.0,-34.71321,1.0,,,6080827,0.0
22.0,2004.0,39.999,24.423647,3.0,,,6233007,1.0
22.0,2006.0,,-87.3569,1.0,,,6332669,0.0
22.0,2010.0,,-14.579755,3.0,,,6483802,0.0
23.0,1916.0,50.591286,-16.48488,1.0,4.0,4.0,3353000,0.0
23.0,1924.0,20.905853,-49.650913,2.0,0.0,3.0,4214000,0.0
23.0,1928.0,47.024517,-44.14359,1.0,0.0,2.0,4665000,0.0
23.0,1934.0,46.978943,-4.2995424,1.0,0.0,5.0,4798000,0.0
23.0,1936.0,47.194206,11.484509,2.0,2.0,2.0,4889000,1.0
23.0,1940.0,31.995836,-5.6672277,1.0,0.0,8.0,5315000,0.0
23.0,1942.0,48.510277,-2.3577957,2.0,0.0,1.0,5549000,0.0
23.0,1948.0,50.752037,-2.173859,2.0,0.0,4.0,6213000,0.0
23.0,1952.0,53.57204,-1.5928358,1.0,3.0,2.0,6650000,0.0
23.0,1954.0,51.731068,1.824379,2.0,0.0,1.0,7066000,1.0
23.0,1958.0,64.3819,7.4837,1.0,0.0,1.0,7667000,1.0
23.0,1964.0,66.82613,29.03729,1.0,0.0,4.0,8187000,1.0
23.0,1966.0,46.29285,-12.054205,2.0,5.0,2.0,8512000,0.0
23.0,1970.0,52.455093,33.945404,1.0,0.0,7.0,8881826,1.0
23.0,1972.0,52.138596,-5.9844284,2.0,5.0,5.0,9028944,0.0
23.0,1976.0,57.735477,5.613372,1.0,5.0,1.0,9129205,1.0
23.0,1978.0,51.76612,4.2867513,2.0,0.0,1.0,9217761,1.0
23.0,1982.0,60.378613,16.882053,1.0,5.0,4.0,9115198,1.0
23.0,1984.0,57.479263,4.607728,2.0,0.0,4.0,9049452,1.0
23.0,1988.0,42.74714,21.923824,1.0,5.0,7.0,9217998,1.0
23.0,1990.0,58.357323,16.249132,2.0,0.0,7.0,9310462,1.0
23.0,1994.0,49.474754,-9.128321,1.0,,,9584481,0.0
23.0,1996.0,60.6085,18.48819,2.0,,,9739184,1.0
23.0,2000.0,56.909977,1.6138196,1.0,,,9938823,1.0
23.0,2002.0,62.664963,22.723034,2.0,,,10015710,1.0
23.0,2006.0,,15.652349,1.0,,,10036081,1.0
23.0,2008.0,,28.818836,2.0,,,9946889,1.0
24.0,1916.0,47.721317,3.111565,1.0,0.0,4.0,5366000,1.0
24.0,1920.0,46.59854,-18.346724,3.0,2.0,2.0,5799000,0.0
24.0,1922.0,39.07446,-3.1784563,1.0,5.0,1.0,6054000,0.0
